PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
581,3,Passenger_581,female,28.5,4.0,3,62537,,,S,1
418,2,Passenger_418,female,46.3,0.0,1,68320,17.71,E131,S,0
894,2,Passenger_894,male,25.7,3.0,2,51425,,C93,S,1
820,2,Passenger_820,female,35.7,3.0,2,60230,60.84,C139,S,1
590,1,Passenger_590,male,44.0,4.0,1,41864,90.64,E24,C,0
911,3,Passenger_911,female,43.5,2.0,1,99544,118.74,E114,S,1
570,2,Passenger_570,male,55.7,3.0,2,62753,25.6,D27,Q,0
152,2,Passenger_152,male,nan,0.0,2,33031,68.04,E11,S,1
373,1,Passenger_373,female,34.5,4.0,2,99895,66.14,E45,Q,1
694,2,Passenger_694,female,42.9,4.0,4,78186,53.94,B42,C,0
322,3,Passenger_322,female,24.8,1.0,0,61000,18.41,C150,S,0
110,1,Passenger_110,female,47.3,4.0,4,62975,35.6,D66,S,1
637,3,Passenger_637,male,25.5,2.0,3,18273,38.4,C93,S,1
392,2,Passenger_392,female,,1.0,0,30449,36.51,B42,S,1
486,3,Passenger_486,male,36.0,0.0,2,48420,21.17,C107,C,0
515,1,Passenger_515,male,52.6,0.0,4,99897,73.55,D81,S,1
101,1,Passenger_101,male,,1.0,4,81500,122.38,nan108,Q,1
981,2,Passenger_981,male,32.3,4.0,3,13271,17.89,D124,S,0
492,3,Passenger_492,male,34.6,4.0,2,72123,57.86,A145,C,1
337,3,Passenger_337,male,58.9,3.0,0,34808,34.61,C1,S,0
955,2,Passenger_955,female,40.4,3.0,2,37293,35.08,E148,S,1
393,2,Passenger_393,female,17.7,1.0,4,33794,18.75,A103,C,1
533,3,Passenger_533,female,42.2,1.0,2,72357,94.65,C36,C,0
802,1,Passenger_802,female,34.0,2.0,3,24430,73.66,E31,C,1
307,3,Passenger_307,female,53.4,2.0,0,19749,95.54,C69,,0
234,3,Passenger_234,male,31.9,0.0,3,97467,141.79,C59,C,1
750,3,Passenger_750,female,32.0,4.0,4,97850,72.44,D119,S,0
199,3,Passenger_199,female,9.3,1.0,2,58888,,B75,S,0
902,1,Passenger_902,female,28.1,2.0,4,25033,62.72,,S,1
209,1,Passenger_209,female,23.8,4.0,3,83160,,A62,C,0
933,3,Passenger_933,male,38.7,4.0,0,95320,73.04,B55,S,1
733,3,Passenger_733,female,,0.0,3,85451,11.11,nan29,S,0
286,1,Passenger_286,female,20.9,3.0,2,47918,74.79,nan103,C,0
159,2,Passenger_159,female,21.5,0.0,4,96496,81.67,E74,S,0
84,1,Passenger_84,female,15.8,2.0,4,92606,60.54,C20,C,1
116,3,Passenger_116,female,32.0,2.0,4,43657,-50.43,A85,C,1
813,1,Passenger_813,male,39.2,3.0,2,34352,34.76,C69,S,1
567,2,Passenger_567,female,22.5,3.0,1,54512,19.58,C22,S,1
274,3,Passenger_274,female,21.8,1.0,1,64402,30.61,E128,S,1
823,2,Passenger_823,male,21.2,2.0,4,64398,-12.94,A86,,0
818,2,Passenger_818,male,43.3,2.0,0,34329,26.14,A11,S,0
557,1,Passenger_557,female,34.6,0.0,3,81994,,,S,0
698,3,Passenger_698,female,26.5,0.0,4,85063,-58.53,nan32,C,0
518,3,Passenger_518,female,51.3,3.0,3,75893,56.79,B9,,0
312,1,Passenger_312,female,21.5,4.0,0,21541,61.85,C96,S,0
350,3,Passenger_350,female,50.7,3.0,2,20813,14.36,D95,S,0
726,3,Passenger_726,female,33.9,3.0,4,27921,30.49,B83,C,0
720,3,Passenger_720,female,18.7,2.0,4,90914,25.84,C107,S,1
364,3,Passenger_364,female,16.6,2.0,2,77453,2.18,D86,S,0
4,3,Passenger_4,female,7.0,4.0,4,44112,41.59,,S,1
903,1,Passenger_903,male,35.5,4.0,2,25883,75.98,C9,,0
651,1,Passenger_651,female,23.2,0.0,1,19640,42.81,E64,S,0
819,1,Passenger_819,male,19.2,4.0,2,95256,128.03,E32,C,1
899,1,Passenger_899,female,33.7,1.0,0,97336,6.01,,,1
508,3,Passenger_508,female,22.9,2.0,3,84443,123.52,nan109,,0
43,1,Passenger_43,male,31.7,0.0,0,49584,,nan84,C,1
724,3,Passenger_724,male,21.7,2.0,2,51865,110.33,nan11,C,0
295,1,Passenger_295,female,,0.0,2,47882,51.36,,S,0
690,1,Passenger_690,female,36.0,2.0,3,38183,22.76,E41,S,0
133,1,Passenger_133,female,,3.0,3,26407,-12.24,B131,S,0
321,3,Passenger_321,male,40.1,2.0,4,19625,7.45,A118,S,1
355,1,Passenger_355,female,28.8,0.0,0,70537,69.52,D5,S,0
281,3,Passenger_281,female,39.3,3.0,4,97996,85.86,,,0
53,3,Passenger_53,female,19.9,3.0,1,75444,30.16,B3,S,1
831,2,Passenger_831,female,41.2,2.0,4,15519,61.59,B100,,0
262,3,Passenger_262,female,,0.0,1,35619,87.7,nan107,S,0
210,1,Passenger_210,male,17.6,0.0,2,85199,25.39,C76,C,0
630,2,Passenger_630,male,120.0,2.0,2,31359,114.79,,S,0
39,3,Passenger_39,female,33.1,4.0,2,79661,54.42,A47,C,1
115,3,Passenger_115,male,47.0,1.0,1,99488,73.18,D16,S,1
612,3,Passenger_612,female,,4.0,3,90783,,E20,S,1
507,3,Passenger_507,male,,0.0,3,56108,62.58,D17,S,0
781,3,Passenger_781,male,34.3,3.0,4,31620,59.77,,S,1
447,3,Passenger_447,male,31.7,0.0,0,69365,28.35,B42,Q,1
18,3,Passenger_18,female,28.6,0.0,0,13034,20.62,C65,C,0
188,3,Passenger_188,female,43.1,3.0,1,71385,22.29,A38,C,1
680,3,Passenger_680,male,27.1,0.0,4,71481,37.18,nan31,S,1
388,1,Passenger_388,female,34.2,0.0,4,65522,6.63,nan113,C,1
824,2,Passenger_824,female,42.1,4.0,3,37090,1.16,C108,Q,0
657,2,Passenger_657,male,-0.1,4.0,0,39320,13.55,nan65,S,1
644,2,Passenger_644,male,8.8,1.0,4,41142,29.8,A62,S,1
1,2,Passenger_1,male,-5.0,4.0,1,87950,26.3,nan148,S,0
872,2,Passenger_872,female,16.4,2.0,0,30523,13.35,B40,S,1
517,2,Passenger_517,male,47.0,3.0,1,11184,63.33,A89,C,1
972,3,Passenger_972,female,30.3,1.0,2,82484,86.82,A28,S,1
506,1,Passenger_506,male,29.7,1.0,2,48715,39.94,nan48,C,0
999,3,Passenger_999,female,47.9,3.0,1,27265,54.96,,S,0
571,3,Passenger_571,female,26.9,3.0,4,49825,113.02,nan88,S,0
660,3,Passenger_660,female,16.2,0.0,0,72702,80.81,C80,S,1
270,2,Passenger_270,female,26.1,1.0,4,55568,,D29,S,1
293,3,Passenger_293,male,33.4,3.0,0,95091,45.2,A96,S,1
211,3,Passenger_211,male,27.6,0.0,0,59094,44.84,B150,,1
37,2,Passenger_37,female,29.7,4.0,3,15108,-55.64,C117,S,1
54,3,Passenger_54,female,42.5,2.0,3,92567,73.83,D9,,0
185,2,Passenger_185,male,43.3,3.0,0,59621,54.38,nan28,S,1
883,1,Passenger_883,male,22.7,3.0,2,42011,66.88,C139,,0
316,3,Passenger_316,male,39.1,4.0,0,26729,27.49,nan48,S,0
301,1,Passenger_301,male,28.1,0.0,4,67780,45.74,A141,C,1
56,3,Passenger_56,male,47.5,0.0,0,25094,-18.09,A124,,0
358,3,Passenger_358,male,,2.0,2,92151,14.08,,C,0
684,3,Passenger_684,male,31.3,0.0,4,62124,-17.26,A142,S,1
586,2,Passenger_586,female,33.3,1.0,4,82424,17.36,A98,C,1
365,3,Passenger_365,female,24.8,4.0,3,57282,41.17,C61,C,0
734,3,Passenger_734,female,28.5,0.0,2,14499,89.29,D119,,0
203,1,Passenger_203,male,31.7,0.0,1,15346,4.62,A36,S,0
987,3,Passenger_987,female,7.6,2.0,3,22562,62.43,C58,,0
148,3,Passenger_148,male,29.9,1.0,0,76458,57.96,,C,0
880,2,Passenger_880,female,5.2,2.0,0,29250,93.87,D26,,0
421,3,Passenger_421,male,32.8,3.0,4,86439,,nan110,S,1
227,3,Passenger_227,male,48.2,3.0,1,55584,63.56,C12,S,0
689,3,Passenger_689,male,43.6,4.0,1,62034,117.9,nan85,C,1
921,3,Passenger_921,male,30.0,1.0,1,45836,29.98,B44,C,1
885,3,Passenger_885,female,18.5,2.0,0,30219,,nan43,C,0
752,3,Passenger_752,male,61.2,3.0,2,56909,35.15,A96,Q,1
92,3,Passenger_92,female,41.7,3.0,0,20546,67.35,,C,0
773,1,Passenger_773,female,23.5,2.0,3,66199,,A34,S,0
527,2,Passenger_527,male,23.5,1.0,4,91375,108.32,D121,,0
179,3,Passenger_179,male,24.6,1.0,1,81602,101.61,E83,C,1
501,3,Passenger_501,female,48.4,2.0,3,45709,53.88,E34,S,0
583,3,Passenger_583,female,31.0,3.0,1,55566,0.59,E118,,0
455,1,Passenger_455,male,,1.0,4,59993,81.39,D137,S,0
5,1,Passenger_5,female,44.3,4.0,1,60732,29.31,E114,S,1
806,3,Passenger_806,male,31.3,3.0,2,44086,57.95,B39,,0
937,1,Passenger_937,female,39.4,1.0,4,60972,25.07,C84,S,0
748,3,Passenger_748,male,14.2,0.0,2,78843,57.3,E50,S,0
49,3,Passenger_49,male,10.4,3.0,2,49940,14.1,,S,0
338,3,Passenger_338,female,46.9,0.0,4,99884,,A141,Q,0
70,3,Passenger_70,male,60.9,4.0,2,77898,94.16,nan129,S,1
991,3,Passenger_991,female,27.5,3.0,0,21925,73.87,B88,,1
532,3,Passenger_532,female,23.4,3.0,3,95074,65.18,A118,,1
908,2,Passenger_908,male,28.1,0.0,2,64751,67.82,C99,S,0
745,2,Passenger_745,male,28.5,4.0,0,23997,37.75,C101,S,1
965,2,Passenger_965,female,30.3,0.0,3,30402,47.27,B75,S,1
439,3,Passenger_439,male,,0.0,2,10878,61.9,A8,C,0
709,2,Passenger_709,female,,4.0,2,26547,-37.95,A140,C,0
893,3,Passenger_893,female,20.8,1.0,3,52227,-28.64,C102,S,1
962,3,Passenger_962,male,41.0,3.0,2,75332,91.64,E14,S,0
434,1,Passenger_434,male,42.7,2.0,2,18694,-16.79,nan98,S,0
624,3,Passenger_624,female,40.6,3.0,2,13799,19.3,C31,C,0
256,3,Passenger_256,female,43.0,0.0,1,90425,39.43,nan5,S,1
141,3,Passenger_141,female,20.6,1.0,3,86937,103.48,A125,C,0
464,3,Passenger_464,female,20.6,4.0,1,16895,101.67,nan94,S,0
839,3,Passenger_839,male,27.7,2.0,3,41842,55.8,D37,S,0
138,3,Passenger_138,female,25.9,1.0,2,29312,53.76,D49,C,0
250,3,Passenger_250,male,,2.0,3,54790,81.73,B21,S,1
514,3,Passenger_514,female,17.1,2.0,3,23443,85.21,B136,S,1
608,2,Passenger_608,male,,4.0,0,78378,51.38,E129,S,0
513,3,Passenger_513,female,24.5,4.0,0,14095,66.42,A142,S,0
336,1,Passenger_336,female,58.1,3.0,4,91506,30.3,nan74,S,1
531,3,Passenger_531,female,nan,1.0,3,96391,-0.98,D103,S,1
169,1,Passenger_169,female,13.1,2.0,0,26063,46.19,D82,,0
725,3,Passenger_725,male,29.6,3.0,0,92500,,C58,S,0
656,1,Passenger_656,male,17.5,0.0,1,85272,43.03,E31,S,1
942,3,Passenger_942,male,17.4,4.0,4,75638,,C116,S,1
969,3,Passenger_969,male,40.0,2.0,3,55055,94.99,B84,C,0
10,3,Passenger_10,male,41.9,0.0,0,70197,-49.94,D17,C,0
621,1,Passenger_621,male,10.3,1.0,2,27679,60.01,C45,S,0
100,1,Passenger_100,male,29.2,3.0,2,38797,25.52,B29,S,1
354,1,Passenger_354,female,3.9,1.0,0,35705,-39.33,B36,C,1
420,3,Passenger_420,female,18.7,2.0,0,52767,54.87,C137,S,0
310,2,Passenger_310,male,36.2,0.0,1,52366,110.17,A72,S,1
740,2,Passenger_740,female,25.9,3.0,4,21004,,E35,S,0
89,3,Passenger_89,female,33.3,0.0,3,50294,98.19,C105,S,0
454,3,Passenger_454,male,28.9,4.0,2,17650,72.86,,S,1
219,3,Passenger_219,female,21.5,4.0,0,55307,83.82,nan103,S,0
380,2,Passenger_380,female,-10.2,0.0,4,87894,36.76,nan123,C,1
926,1,Passenger_926,female,12.9,3.0,3,52301,46.77,E92,C,1
83,2,Passenger_83,male,21.9,0.0,3,34223,2.79,B60,C,1
815,3,Passenger_815,female,29.7,4.0,0,98791,,,S,1
332,3,Passenger_332,female,nan,1.0,2,22010,37.52,B5,S,1
449,2,Passenger_449,female,34.5,2.0,0,80057,96.05,nan24,S,1
344,2,Passenger_344,male,30.0,2.0,0,81952,53.4,A48,S,0
993,2,Passenger_993,female,30.3,3.0,4,89805,58.02,nan17,S,0
13,3,Passenger_13,female,31.5,3.0,1,55709,42.09,nan149,S,0
483,3,Passenger_483,male,,0.0,1,33545,57.26,,,1
3,3,Passenger_3,female,10.5,2.0,3,55578,1.35,C32,C,0
609,3,Passenger_609,female,31.7,0.0,2,23938,104.8,B105,S,0
488,2,Passenger_488,female,43.8,4.0,2,97705,76.34,D130,S,0
936,2,Passenger_936,male,28.9,3.0,1,29736,64.79,C89,C,0
859,3,Passenger_859,male,38.9,2.0,3,82552,61.75,nan59,C,0
632,3,Passenger_632,male,,2.0,1,48499,-2.96,A132,S,1
61,2,Passenger_61,male,13.4,1.0,2,86472,98.04,E121,S,1
747,2,Passenger_747,male,8.0,3.0,3,23158,77.09,nan29,C,0
347,3,Passenger_347,male,39.7,0.0,4,38370,112.79,C91,C,0
884,1,Passenger_884,male,32.1,4.0,3,92577,112.28,C19,C,1
409,3,Passenger_409,male,8.1,3.0,2,94177,25.83,D42,S,0
195,2,Passenger_195,male,21.9,4.0,3,82239,89.61,B32,S,1
394,3,Passenger_394,male,18.4,0.0,1,71490,9.0,A5,S,1
985,3,Passenger_985,female,26.9,0.0,4,42863,31.35,D146,S,0
220,3,Passenger_220,male,55.6,3.0,1,31844,,E17,C,0
566,3,Passenger_566,female,45.2,2.0,1,24498,,C79,S,1
441,1,Passenger_441,male,27.4,3.0,2,96166,26.96,E88,S,1
729,2,Passenger_729,male,23.4,2.0,3,53127,-3.17,A72,S,0
604,1,Passenger_604,male,7.6,4.0,1,22329,0.79,C2,S,1
482,3,Passenger_482,male,49.8,4.0,0,42178,2.5,nan24,Q,1
44,3,Passenger_44,male,37.6,2.0,4,51430,27.35,nan27,C,0
909,2,Passenger_909,female,49.9,0.0,2,31819,,D14,C,1
589,1,Passenger_589,female,,0.0,4,31237,61.22,B120,S,0
17,2,Passenger_17,male,6.3,1.0,4,55433,55.06,A123,S,0
555,3,Passenger_555,male,22.5,4.0,3,10654,48.81,nan87,S,0
65,2,Passenger_65,male,27.4,3.0,1,68547,56.39,D91,S,1
775,3,Passenger_775,female,67.0,0.0,3,84254,129.53,C44,S,1
417,2,Passenger_417,female,7.4,0.0,1,76243,76.51,E134,S,0
463,3,Passenger_463,male,42.9,2.0,1,78412,20.32,B139,S,1
654,3,Passenger_654,male,42.6,4.0,0,79086,66.7,E65,C,1
935,1,Passenger_935,male,44.5,1.0,1,31530,,E118,C,1
397,3,Passenger_397,female,42.8,3.0,1,31369,10.59,A125,C,1
887,3,Passenger_887,female,,2.0,3,37823,84.43,E49,C,0
843,1,Passenger_843,male,18.9,4.0,1,82266,44.44,A11,C,0
710,3,Passenger_710,female,24.2,1.0,3,80455,102.79,E15,Q,0
776,1,Passenger_776,female,9.0,4.0,0,44927,141.22,nan109,S,0
450,1,Passenger_450,male,26.5,0.0,2,82913,41.24,nan104,S,0
22,1,Passenger_22,male,49.5,3.0,0,62292,52.75,C150,,1
635,1,Passenger_635,female,33.0,0.0,3,50073,3.07,A59,S,1
850,3,Passenger_850,female,43.1,4.0,2,91677,137.43,A3,S,0
978,1,Passenger_978,male,51.7,1.0,1,35329,60.58,,C,0
540,1,Passenger_540,male,32.5,2.0,4,68226,,nan116,,1
602,2,Passenger_602,male,40.4,0.0,4,35403,138.17,nan89,,1
445,3,Passenger_445,female,23.2,3.0,3,53989,110.53,,S,1
877,3,Passenger_877,female,35.5,2.0,0,61463,31.37,C2,S,0
907,3,Passenger_907,female,-4.1,2.0,2,80057,91.41,D64,Q,1
278,3,Passenger_278,female,52.5,0.0,0,32608,38.58,E105,S,1
263,1,Passenger_263,female,24.9,2.0,4,18967,50.61,nan18,S,0
576,3,Passenger_576,female,,4.0,1,68176,41.5,C35,S,0
389,3,Passenger_389,male,,3.0,1,14323,,E39,Q,0
979,3,Passenger_979,male,12.7,1.0,4,70292,,E99,S,1
130,3,Passenger_130,female,-0.1,0.0,3,56622,20.03,B133,Q,0
549,3,Passenger_549,female,28.1,0.0,2,75187,,nan12,S,0
276,3,Passenger_276,male,34.0,0.0,0,97457,123.09,,S,0
201,3,Passenger_201,male,29.8,2.0,3,29934,63.26,E96,S,1
47,2,Passenger_47,female,20.2,2.0,0,63761,-6.16,A60,C,1
582,3,Passenger_582,male,27.6,4.0,2,64829,123.76,A41,S,0
86,2,Passenger_86,male,12.9,1.0,1,40458,-4.33,B41,S,1
124,1,Passenger_124,male,43.4,4.0,3,31154,,nan29,S,1
275,3,Passenger_275,female,27.7,2.0,1,75492,10.18,C80,S,1
399,3,Passenger_399,male,50.9,1.0,0,14067,30.5,A43,C,0
966,2,Passenger_966,male,37.7,0.0,4,17263,59.2,,S,0
114,3,Passenger_114,male,25.6,2.0,4,34296,134.82,C21,C,1
922,3,Passenger_922,female,38.4,0.0,0,79815,67.54,E104,S,0
878,3,Passenger_878,female,22.9,0.0,1,82920,-21.52,D69,S,1
658,2,Passenger_658,female,19.9,4.0,1,79860,1.25,C11,S,0
923,3,Passenger_923,male,9.8,2.0,3,41112,53.15,B20,S,1
849,3,Passenger_849,male,39.2,2.0,3,26056,82.58,,S,1
821,3,Passenger_821,female,,1.0,3,75025,87.58,A16,S,0
990,3,Passenger_990,female,7.0,1.0,0,80332,97.16,C67,S,1
761,1,Passenger_761,female,2.3,2.0,4,66907,-18.19,nan52,,1
292,1,Passenger_292,female,53.8,3.0,1,47016,38.46,B134,S,0
431,1,Passenger_431,female,15.0,1.0,3,41686,74.72,C36,S,0
998,1,Passenger_998,male,,1.0,2,60477,30.58,C150,S,0
770,3,Passenger_770,male,57.4,1.0,2,91151,50.99,C96,,1
166,3,Passenger_166,male,2.3,2.0,2,98822,21.98,B135,Q,1
113,3,Passenger_113,female,14.7,0.0,0,34690,84.1,A7,S,1
268,3,Passenger_268,female,14.6,2.0,2,12930,27.53,E110,C,0
265,3,Passenger_265,female,15.4,0.0,2,41271,4.49,C19,S,1
661,2,Passenger_661,female,28.2,2.0,3,36797,75.97,,,0
153,1,Passenger_153,male,49.5,4.0,2,51344,,,,1
766,3,Passenger_766,female,17.1,4.0,2,22337,67.2,nan112,C,0
928,3,Passenger_928,female,27.9,3.0,3,78326,,nan56,C,1
600,1,Passenger_600,male,48.4,3.0,0,16169,48.78,,S,1
118,1,Passenger_118,female,35.5,0.0,4,43956,,A15,S,1
267,3,Passenger_267,female,58.8,1.0,3,95924,58.59,,,1
866,3,Passenger_866,male,32.6,1.0,2,90957,54.23,B45,,0
702,1,Passenger_702,male,41.4,3.0,2,92664,64.75,A23,S,1
561,3,Passenger_561,female,37.2,1.0,3,31744,45.76,nan21,S,0
402,3,Passenger_402,female,19.5,4.0,1,82800,44.2,D6,C,0
232,3,Passenger_232,male,20.5,1.0,0,39240,122.26,nan52,S,0
605,1,Passenger_605,male,26.6,4.0,1,92500,57.7,D65,C,1
369,1,Passenger_369,male,23.2,1.0,3,44769,,C113,S,1
829,3,Passenger_829,male,21.0,0.0,2,31195,-2.84,A85,C,0
606,3,Passenger_606,male,18.2,4.0,3,24197,95.79,E92,S,0
46,3,Passenger_46,female,30.6,1.0,0,72006,91.61,nan23,S,0
719,1,Passenger_719,male,6.4,2.0,4,65404,11.95,C56,S,0
828,2,Passenger_828,male,37.2,2.0,3,88771,,E149,S,0
910,2,Passenger_910,male,43.0,1.0,0,10892,89.29,D127,S,1
844,3,Passenger_844,male,25.7,4.0,2,15705,98.2,C2,S,1
607,2,Passenger_607,female,60.4,3.0,0,31031,12.38,,,1
309,3,Passenger_309,male,13.3,0.0,4,95488,41.5,D54,S,1
255,1,Passenger_255,female,nan,3.0,4,29089,50.96,B101,S,0
351,3,Passenger_351,female,14.0,4.0,1,56054,15.91,B150,S,0
239,3,Passenger_239,female,46.8,3.0,3,93061,68.92,nan99,Q,0
264,3,Passenger_264,female,18.3,3.0,0,30623,91.91,D98,S,1
119,3,Passenger_119,male,,4.0,2,71131,87.45,A70,S,0
574,3,Passenger_574,male,25.8,1.0,4,91520,23.03,A51,S,1
52,3,Passenger_52,male,20.3,2.0,3,45200,36.07,A41,C,0
1000,2,Passenger_1000,female,37.8,1.0,2,20066,24.96,C136,S,0
708,3,Passenger_708,female,45.8,0.0,4,67312,48.62,B29,S,0
131,2,Passenger_131,male,35.4,1.0,0,87585,70.9,D133,C,1
72,1,Passenger_72,male,10.8,0.0,3,26001,50.25,,S,0
120,3,Passenger_120,female,25.7,0.0,4,72984,57.39,A142,S,0
895,3,Passenger_895,male,,0.0,1,23209,50.7,B130,S,1
191,1,Passenger_191,female,13.6,4.0,1,14589,49.08,C53,C,0
106,2,Passenger_106,female,10.2,4.0,4,78690,40.88,nan51,S,1
182,1,Passenger_182,male,0.0,4.0,3,75399,-6.72,,S,0
569,3,Passenger_569,female,35.1,0.0,3,34189,21.4,D34,,1
860,1,Passenger_860,male,12.7,1.0,0,57054,47.31,D145,S,1
977,3,Passenger_977,female,31.4,3.0,0,83008,90.05,nan70,C,1
562,2,Passenger_562,female,26.4,2.0,0,59402,118.19,nan75,C,1
524,3,Passenger_524,female,34.5,4.0,4,57318,100.1,A34,C,1
425,1,Passenger_425,male,36.0,4.0,2,60418,40.15,A50,,1
701,3,Passenger_701,male,,1.0,1,67224,,B1,C,0
315,3,Passenger_315,male,,2.0,4,63617,,E17,C,1
476,3,Passenger_476,male,24.3,2.0,4,94329,87.98,C121,S,0
348,1,Passenger_348,female,43.4,4.0,1,98262,52.75,C74,C,1
730,1,Passenger_730,male,29.8,2.0,2,58799,47.55,E87,S,0
751,1,Passenger_751,female,54.3,2.0,1,75824,-19.67,nan144,,0
971,3,Passenger_971,female,,1.0,1,85343,10.35,A80,S,1
799,3,Passenger_799,male,44.8,4.0,4,11428,-18.68,E33,S,1
556,2,Passenger_556,female,28.7,4.0,3,13012,28.16,B88,S,1
550,3,Passenger_550,male,16.4,2.0,1,49687,42.21,nan59,S,1
378,1,Passenger_378,female,22.5,4.0,4,30129,-9.04,D82,S,1
713,3,Passenger_713,female,25.7,4.0,4,93853,58.92,D73,S,1
629,1,Passenger_629,female,34.5,2.0,1,49240,43.47,D80,S,1
692,2,Passenger_692,male,54.9,1.0,4,67425,-54.83,A129,S,0
677,1,Passenger_677,male,14.0,3.0,1,69979,16.38,D46,Q,0
375,1,Passenger_375,female,23.5,0.0,0,88693,102.59,C118,S,1
950,3,Passenger_950,female,38.4,2.0,0,90127,15.13,D1,S,0
873,3,Passenger_873,male,36.7,2.0,1,32150,91.87,C74,S,0
695,1,Passenger_695,female,44.0,2.0,3,42183,56.16,nan99,S,1
736,3,Passenger_736,female,24.8,3.0,0,46225,5.68,C80,S,1
525,3,Passenger_525,male,13.5,1.0,3,12552,3.99,D71,S,1
23,2,Passenger_23,female,42.9,0.0,1,75619,,,,0
247,2,Passenger_247,male,10.1,1.0,0,24455,52.91,E90,S,0
104,3,Passenger_104,female,17.1,2.0,2,73126,,C36,S,0
970,3,Passenger_970,male,40.1,2.0,2,83044,,E115,C,1
762,2,Passenger_762,male,40.5,4.0,3,15221,52.96,E127,,0
345,2,Passenger_345,male,,3.0,1,85504,41.88,D75,C,0
997,3,Passenger_997,male,,4.0,4,10128,30.33,nan93,S,1
423,1,Passenger_423,male,15.8,3.0,3,50777,31.19,B117,S,0
784,2,Passenger_784,female,25.2,1.0,4,99264,127.28,nan93,S,1
145,2,Passenger_145,male,37.5,4.0,0,24410,126.13,D112,S,1
888,2,Passenger_888,female,29.9,4.0,4,46268,,nan81,C,1
266,3,Passenger_266,male,,0.0,3,99747,50.98,E94,C,1
808,3,Passenger_808,male,27.9,1.0,1,76367,74.88,B51,,0
160,3,Passenger_160,male,27.4,4.0,1,13976,81.43,C109,C,1
795,1,Passenger_795,female,21.7,4.0,1,47196,92.93,nan130,S,1
897,2,Passenger_897,female,23.3,2.0,0,79718,3.85,,C,1
788,2,Passenger_788,male,29.6,2.0,3,26834,4.76,nan141,S,0
896,2,Passenger_896,male,18.5,2.0,3,62028,-3.76,D109,S,0
891,3,Passenger_891,female,41.6,3.0,3,46646,62.97,nan53,S,0
374,3,Passenger_374,female,27.9,1.0,1,79556,28.03,D112,S,1
906,3,Passenger_906,male,21.8,0.0,3,15337,61.38,C36,S,0
639,2,Passenger_639,female,45.1,1.0,4,38907,33.7,A26,S,1
560,3,Passenger_560,female,23.9,4.0,2,39177,39.19,A106,C,1
493,2,Passenger_493,female,32.7,1.0,1,23058,90.32,,Q,0
596,3,Passenger_596,female,49.2,0.0,3,66793,45.48,C55,S,0
780,3,Passenger_780,male,31.4,1.0,2,38453,48.38,A41,S,1
462,3,Passenger_462,female,9.9,3.0,0,73503,127.6,C115,C,1
789,3,Passenger_789,female,45.8,1.0,4,16320,15.95,A90,C,1
308,2,Passenger_308,female,35.5,0.0,1,17614,51.12,B140,S,1
366,2,Passenger_366,male,45.2,3.0,3,28900,20.31,,S,1
857,1,Passenger_857,female,26.3,0.0,3,29987,26.59,B102,C,0
80,1,Passenger_80,female,52.8,3.0,4,58524,29.14,C48,C,0
840,3,Passenger_840,male,19.6,4.0,3,15562,23.69,D46,S,1
251,2,Passenger_251,male,48.6,1.0,4,60388,89.86,nan91,S,1
938,3,Passenger_938,male,15.0,2.0,3,93736,63.54,D55,C,0
721,3,Passenger_721,female,43.5,2.0,2,56119,34.28,D1,S,0
584,2,Passenger_584,female,,1.0,2,14505,5.11,B32,S,1
973,3,Passenger_973,male,39.4,3.0,3,86906,19.54,E2,S,1
333,1,Passenger_333,female,22.1,2.0,4,11627,7.75,E19,S,0
758,3,Passenger_758,female,21.3,4.0,0,42556,55.97,nan116,S,1
67,1,Passenger_67,female,30.6,2.0,0,48152,39.99,,Q,0
305,3,Passenger_305,male,21.9,2.0,3,65630,126.18,C141,C,1
593,1,Passenger_593,male,20.8,2.0,1,82104,20.85,C29,S,0
905,2,Passenger_905,female,33.7,4.0,1,84035,33.59,B114,S,0
931,1,Passenger_931,female,34.6,4.0,4,95349,33.75,A80,S,1
728,3,Passenger_728,male,35.9,1.0,0,54584,43.01,C99,S,0
867,1,Passenger_867,female,55.2,2.0,1,14544,105.79,D53,C,0
76,3,Passenger_76,male,52.9,1.0,4,66007,,D109,S,0
59,1,Passenger_59,female,18.3,4.0,3,92009,27.84,E129,S,0
226,2,Passenger_226,male,34.2,2.0,2,74693,92.0,D44,C,0
628,3,Passenger_628,female,19.5,3.0,2,70433,26.96,B123,S,0
461,1,Passenger_461,female,31.6,2.0,4,19715,27.83,A25,S,1
542,3,Passenger_542,male,36.8,0.0,0,77632,70.28,,C,1
306,3,Passenger_306,male,38.2,4.0,1,60937,25.78,D46,C,0
497,3,Passenger_497,female,32.4,2.0,1,99939,96.58,nan79,C,0
914,2,Passenger_914,female,32.8,0.0,4,27022,37.04,nan133,S,0
230,3,Passenger_230,female,19.5,4.0,2,50550,,C44,S,1
146,1,Passenger_146,female,17.4,3.0,2,40967,80.16,E94,S,0
112,1,Passenger_112,male,38.5,3.0,1,60899,47.53,nan123,S,1
50,1,Passenger_50,male,54.5,0.0,4,84290,-2.49,E20,S,0
554,3,Passenger_554,female,,4.0,3,32338,,B131,S,0
377,3,Passenger_377,male,37.2,1.0,3,88649,,A24,S,1
