tenure_months,monthly_charges,total_charges,contract_type,payment_method,senior_citizen,num_services,churn
57,51.66,3047.62,Month-to-month,Bank transfer,0,4,0
25,53.97,1378.38,One year,Electronic check,0,1,0
32,29.61,909.99,Month-to-month,Electronic check,1,5,1
28,69.84,1991.28,Month-to-month,Mailed check,0,5,1
2,87.53,129.59,One year,Credit card,0,1,1
17,87.75,1459.08,One year,Bank transfer,1,7,1
27,65.55,1571.11,Month-to-month,Bank transfer,0,4,0
2,84.63,51.39,One year,Bank transfer,0,4,0
8,60.43,440.34,Month-to-month,Electronic check,0,5,1
38,101.76,3740.21,Month-to-month,Electronic check,0,2,0
20,69.33,1434.78,Two year,Bank transfer,0,7,0
49,69.4,3575.94,Two year,Credit card,1,1,0
37,75.4,2865.28,Month-to-month,Credit card,0,4,0
57,32.3,1889.15,Month-to-month,Credit card,0,4,0
21,50.88,979.02,Two year,Credit card,0,5,1
26,56.54,1394.31,Month-to-month,Bank transfer,0,2,0
31,74.22,2389.83,Month-to-month,Electronic check,0,6,0
20,55.6,1179.77,One year,Credit card,1,7,0
6,94.51,494.76,Month-to-month,Bank transfer,0,2,0
50,69.08,3556.93,Two year,Mailed check,0,3,0
15,78.65,1008.3,Month-to-month,Bank transfer,1,2,1
57,89.24,4887.16,Month-to-month,Bank transfer,0,6,0
1,61.46,0.0,One year,Electronic check,1,3,1
26,98.91,2591.53,Month-to-month,Credit card,1,3,0
29,40.15,1158.62,Two year,Electronic check,1,5,0
2,87.72,128.54,One year,Bank transfer,1,3,0
22,70.95,1611.76,Two year,Electronic check,0,7,0
60,58.87,3728.33,One year,Mailed check,0,2,1
29,37.21,1204.67,One year,Electronic check,0,5,1
9,71.88,687.87,Month-to-month,Electronic check,1,2,1
41,76.54,3107.51,Two year,Mailed check,0,6,0
21,96.54,2050.23,Month-to-month,Electronic check,0,7,1
55,80.67,4443.47,Month-to-month,Mailed check,1,5,1
57,52.94,3047.53,Month-to-month,Electronic check,0,7,1
32,31.56,1054.44,Month-to-month,Electronic check,0,7,1
32,75.97,2432.86,Month-to-month,Bank transfer,0,2,0
47,60.59,3030.65,One year,Mailed check,1,4,0
44,75.3,3301.64,Month-to-month,Electronic check,0,7,1
40,71.44,2877.1,Month-to-month,Mailed check,0,2,0
26,65.34,1674.74,Month-to-month,Electronic check,0,4,0
48,39.69,1959.82,Month-to-month,Electronic check,0,1,1
13,55.59,758.43,Month-to-month,Electronic check,0,4,0
3,69.41,297.33,One year,Mailed check,0,5,1
32,53.61,1641.08,Month-to-month,Credit card,0,1,1
33,75.27,2499.23,One year,Bank transfer,1,4,0
33,87.47,2930.0,Two year,Mailed check,0,5,0
42,40.67,1806.62,One year,Electronic check,0,4,0
42,72.63,3155.25,One year,Electronic check,0,5,0
13,46.41,434.35,Month-to-month,Mailed check,0,4,0
43,83.41,3522.14,Month-to-month,Electronic check,0,3,0
6,48.73,350.03,Two year,Mailed check,0,4,0
4,84.8,401.63,Month-to-month,Credit card,0,7,1
38,61.51,2416.16,Month-to-month,Credit card,0,2,1
6,20.0,262.32,Month-to-month,Electronic check,0,4,1
51,105.66,5417.45,Two year,Credit card,0,4,1
3,80.49,355.54,Month-to-month,Electronic check,0,4,1
27,72.79,2170.6,Month-to-month,Mailed check,0,4,1
40,79.46,3184.17,Month-to-month,Bank transfer,0,4,0
20,65.02,1339.24,Month-to-month,Mailed check,0,1,1
18,68.14,911.91,Month-to-month,Credit card,0,7,0
20,72.95,1554.38,One year,Mailed check,1,2,0
30,56.49,1908.37,Two year,Credit card,0,6,0
10,89.42,735.47,Month-to-month,Electronic check,0,5,1
52,91.4,4732.44,Month-to-month,Bank transfer,1,7,1
23,63.68,1477.48,Month-to-month,Electronic check,0,6,0
47,74.24,3573.55,Month-to-month,Bank transfer,0,6,1
3,51.69,253.8,Month-to-month,Credit card,0,1,0
52,87.02,4489.09,Two year,Credit card,0,6,0
50,23.67,1134.88,Two year,Bank transfer,1,3,0
58,44.98,2508.84,Two year,Credit card,0,3,0
9,51.88,448.42,One year,Mailed check,0,3,0
49,59.13,2972.63,One year,Electronic check,0,1,0
19,104.06,2128.99,Month-to-month,Credit card,0,1,0
36,37.65,1260.1,One year,Credit card,0,6,0
40,67.77,2753.03,Two year,Electronic check,0,7,0
27,80.91,2362.14,Month-to-month,Mailed check,1,3,1
42,51.45,2177.44,One year,Bank transfer,0,5,0
28,80.99,2183.99,Two year,Credit card,0,7,0
43,54.19,2302.33,Two year,Electronic check,0,2,0
51,68.87,3526.5,One year,Electronic check,0,3,0
8,27.35,390.48,One year,Bank transfer,0,5,0
42,51.79,2173.37,One year,Mailed check,0,3,0
48,50.34,2348.66,Month-to-month,Electronic check,0,4,0
8,104.78,988.74,Month-to-month,Electronic check,0,4,1
18,120.0,2160.88,Month-to-month,Credit card,1,5,1
59,59.26,3208.55,Month-to-month,Bank transfer,0,3,0
21,72.4,1452.99,Month-to-month,Mailed check,0,5,0
46,20.0,800.77,Month-to-month,Electronic check,0,1,1
13,38.78,600.12,Two year,Credit card,0,7,0
27,36.68,918.08,Month-to-month,Mailed check,0,5,1
47,75.0,3575.23,Month-to-month,Bank transfer,0,6,1
60,47.91,2808.78,One year,Mailed check,0,3,0
40,85.78,3467.59,One year,Credit card,1,4,1
53,79.51,4263.38,Month-to-month,Electronic check,0,2,1
16,55.59,924.53,One year,Bank transfer,0,6,0
40,48.7,1956.85,One year,Electronic check,1,6,0
9,60.8,575.95,One year,Mailed check,0,5,0
27,104.69,2809.09,Month-to-month,Bank transfer,0,7,1
17,52.59,870.5,One year,Electronic check,0,5,1
3,22.36,122.21,Two year,Credit card,0,4,0
56,63.13,3493.63,Two year,Electronic check,0,6,1
53,68.52,3715.62,One year,Bank transfer,0,7,0
4,69.93,246.8,One year,Credit card,0,5,0
40,47.7,1826.16,Month-to-month,Bank transfer,0,4,1
52,64.1,3416.4,Month-to-month,Mailed check,1,3,1
56,54.48,3136.16,One year,Electronic check,0,6,0
1,102.85,88.83,One year,Mailed check,1,7,0
14,54.5,937.29,One year,Bank transfer,1,4,0
8,58.1,656.41,One year,Electronic check,1,1,1
7,88.01,650.26,One year,Electronic check,0,1,1
30,39.47,1180.07,One year,Bank transfer,1,1,1
25,71.91,1826.5,Two year,Credit card,0,6,0
39,64.12,2480.94,Month-to-month,Credit card,0,3,1
16,47.22,738.6,One year,Credit card,1,3,1
11,41.43,314.46,Month-to-month,Electronic check,0,6,0
25,81.55,2001.94,One year,Credit card,0,5,0
33,82.41,2862.76,Month-to-month,Mailed check,0,4,0
54,71.19,3993.67,Two year,Mailed check,0,4,0
52,34.59,1763.78,One year,Mailed check,0,7,0
51,74.89,3626.07,One year,Credit card,0,1,0
48,49.95,2552.22,One year,Bank transfer,0,7,0
21,79.76,1790.42,Two year,Mailed check,0,6,0
52,67.54,3551.97,Month-to-month,Credit card,1,4,1
52,76.6,3882.59,Two year,Bank transfer,1,4,0
10,87.69,820.4,One year,Credit card,0,2,0
56,78.12,4320.9,Two year,Mailed check,0,1,0
50,61.76,2963.77,Two year,Credit card,1,6,0
9,104.88,928.77,Month-to-month,Bank transfer,1,7,0
1,81.75,1.0,Month-to-month,Credit card,0,7,0
34,68.38,2326.4,One year,Bank transfer,0,4,0
31,33.23,1065.07,Month-to-month,Bank transfer,0,5,1
21,48.39,982.23,Month-to-month,Credit card,0,3,0
24,99.96,2346.18,Month-to-month,Credit card,0,4,1
19,68.01,1431.21,Month-to-month,Mailed check,0,3,1
48,52.16,2626.91,One year,Credit card,1,7,0
60,60.23,3624.64,Month-to-month,Electronic check,0,1,0
60,79.71,4655.2,Month-to-month,Bank transfer,0,5,0
21,87.83,1759.88,Two year,Bank transfer,1,4,1
25,56.85,1455.06,Month-to-month,Bank transfer,0,2,0
20,84.29,1844.29,Month-to-month,Bank transfer,0,2,1
53,71.98,3734.76,Month-to-month,Mailed check,0,1,1
26,74.22,1840.19,One year,Bank transfer,0,2,0
7,38.23,257.63,Month-to-month,Credit card,0,3,1
3,91.27,181.17,One year,Credit card,0,2,0
40,57.5,2353.1,One year,Mailed check,1,5,0
56,20.0,882.32,Month-to-month,Electronic check,0,3,1
48,52.59,2591.54,Month-to-month,Bank transfer,0,3,0
8,65.53,496.64,One year,Mailed check,0,5,0
53,20.0,1084.02,Month-to-month,Electronic check,0,5,0
30,108.02,3154.08,Month-to-month,Mailed check,0,5,1
11,60.51,749.49,Month-to-month,Mailed check,0,6,1
8,61.18,560.14,One year,Electronic check,0,5,0
57,58.82,3269.99,One year,Credit card,0,5,0
37,59.19,2177.2,Month-to-month,Mailed check,1,6,0
17,79.06,1472.1,Two year,Credit card,0,6,0
8,51.83,381.33,One year,Mailed check,0,5,1
47,56.75,2503.27,One year,Credit card,0,4,0
44,54.72,2268.29,One year,Credit card,0,4,0
30,78.24,2285.99,Two year,Credit card,0,3,0
43,52.83,2191.78,One year,Mailed check,0,1,0
43,78.12,3480.61,Month-to-month,Credit card,0,2,0
16,105.44,1642.44,Two year,Electronic check,0,3,1
55,76.95,4426.91,Month-to-month,Mailed check,0,4,0
4,59.51,406.34,Two year,Mailed check,0,5,0
21,51.52,929.99,Month-to-month,Bank transfer,0,5,1
50,57.92,3011.79,Two year,Mailed check,0,1,0
34,82.73,2771.86,Month-to-month,Mailed check,1,6,1
40,95.74,3901.32,Month-to-month,Bank transfer,1,7,1
35,65.0,2316.0,Two year,Credit card,0,1,0
13,58.93,742.19,Month-to-month,Credit card,0,2,1
43,53.38,2375.3,Month-to-month,Mailed check,1,5,0
27,82.8,2343.33,Month-to-month,Mailed check,0,4,0
8,64.95,541.87,One year,Electronic check,0,7,0
41,95.31,4006.86,Month-to-month,Credit card,0,2,0
42,106.17,4778.34,Month-to-month,Electronic check,0,4,1
29,53.63,1561.13,Month-to-month,Credit card,0,2,1
16,95.29,1560.7,One year,Bank transfer,1,6,0
43,73.65,3182.9,Month-to-month,Mailed check,1,6,0
53,89.09,4741.18,Month-to-month,Mailed check,1,5,0
46,43.56,2073.08,Two year,Bank transfer,0,4,0
5,69.15,391.21,Month-to-month,Electronic check,1,6,1
37,42.93,1513.46,Month-to-month,Mailed check,0,3,0
40,87.73,3471.95,One year,Credit card,0,6,0
40,52.83,2114.81,Two year,Mailed check,0,6,0
42,54.48,2231.57,One year,Credit card,0,2,0
60,28.31,1747.92,Month-to-month,Electronic check,1,6,1
10,58.62,539.72,Month-to-month,Credit card,0,3,0
15,86.38,1222.26,Month-to-month,Bank transfer,0,2,1
21,58.14,1068.0,Two year,Bank transfer,0,2,0
34,107.76,3581.06,Month-to-month,Mailed check,0,4,0
22,63.0,1322.14,Two year,Bank transfer,0,4,0
22,101.6,2236.42,Two year,Electronic check,0,6,0
9,44.27,504.06,One year,Credit card,0,1,1
26,52.08,1548.71,Month-to-month,Mailed check,0,2,1
13,69.06,1032.42,Month-to-month,Mailed check,0,3,0
54,49.82,2717.67,Month-to-month,Credit card,0,1,1
18,80.09,1666.89,Month-to-month,Bank transfer,0,2,1
1,74.17,52.42,Month-to-month,Electronic check,1,7,1
23,80.39,1772.23,One year,Electronic check,0,3,0
33,68.8,2253.24,Month-to-month,Electronic check,0,6,1
47,67.44,3252.56,Two year,Bank transfer,0,1,0
31,51.74,1502.82,Two year,Electronic check,0,5,0
58,58.22,3502.05,Two year,Bank transfer,1,7,0
21,90.99,1749.2,One year,Credit card,1,6,0
23,55.87,1310.59,Month-to-month,Credit card,0,6,0
16,81.36,1253.52,Month-to-month,Credit card,0,7,0
27,70.91,1940.32,Month-to-month,Electronic check,0,6,1
37,86.0,3109.22,Two year,Mailed check,0,4,0
38,80.3,3102.73,Two year,Bank transfer,0,6,0
52,84.66,4298.45,One year,Bank transfer,0,7,0
14,83.09,1007.27,Month-to-month,Bank transfer,0,5,0
37,76.3,2679.97,Two year,Mailed check,1,7,0
47,66.49,2975.88,Two year,Electronic check,0,7,0
7,85.75,550.44,Month-to-month,Bank transfer,0,2,0
12,40.61,692.1,One year,Bank transfer,1,3,1
28,54.66,1622.5,Month-to-month,Mailed check,0,3,0
3,37.33,92.81,One year,Mailed check,0,5,0
22,61.85,1379.42,Two year,Credit card,0,4,0
51,57.32,2996.73,Month-to-month,Mailed check,0,3,0
21,23.16,686.82,Month-to-month,Bank transfer,0,3,1
29,54.18,1662.31,Month-to-month,Credit card,0,4,1
20,50.17,1050.7,One year,Bank transfer,0,1,0
3,43.59,181.68,Month-to-month,Electronic check,0,5,1
27,66.7,1778.26,Month-to-month,Electronic check,0,4,1
21,68.31,1579.91,One year,Mailed check,0,3,0
41,53.41,2295.88,Month-to-month,Mailed check,0,5,0
33,92.02,2938.08,One year,Credit card,0,5,0
30,90.44,2516.92,Two year,Bank transfer,0,7,0
48,91.64,4404.73,One year,Mailed check,0,6,0
39,102.15,3940.42,One year,Electronic check,0,1,0
41,53.03,2105.64,Month-to-month,Electronic check,0,6,1
59,63.96,3544.88,Month-to-month,Electronic check,0,6,1
9,25.35,282.72,Two year,Credit card,0,5,0
48,78.45,3628.83,Month-to-month,Bank transfer,0,6,0
38,64.0,2592.97,Two year,Bank transfer,1,4,1
23,47.23,1001.27,Two year,Credit card,1,1,1
54,106.59,5838.93,Two year,Electronic check,0,5,1
23,89.41,1962.09,Month-to-month,Electronic check,0,3,1
1,44.36,30.57,Two year,Credit card,0,4,0
21,41.29,820.08,One year,Electronic check,0,5,1
32,79.02,2499.85,One year,Credit card,0,7,0
45,56.65,2599.33,Month-to-month,Electronic check,0,2,0
26,52.71,1365.32,Month-to-month,Mailed check,0,3,0
33,69.71,2393.12,Month-to-month,Electronic check,1,5,1
60,44.75,2843.7,Month-to-month,Credit card,0,2,1
9,56.5,509.41,One year,Credit card,1,4,1
17,67.2,1152.8,Month-to-month,Mailed check,0,5,0
6,80.48,575.96,Month-to-month,Mailed check,1,6,1
46,72.92,3350.17,Month-to-month,Mailed check,0,2,1
7,68.17,399.78,Month-to-month,Electronic check,0,4,1
7,97.76,784.74,Month-to-month,Credit card,0,2,0
57,48.88,2843.71,Month-to-month,Electronic check,0,7,0
57,34.02,1877.68,One year,Mailed check,0,7,0
37,62.87,2310.64,Month-to-month,Mailed check,0,4,1
5,69.48,399.35,Month-to-month,Electronic check,0,1,0
33,40.55,1492.7,Two year,Bank transfer,1,4,0
50,57.26,2761.92,Month-to-month,Bank transfer,0,1,0
10,81.65,894.92,One year,Bank transfer,0,2,0
17,80.87,1219.85,Month-to-month,Mailed check,1,4,1
40,52.25,2127.15,Month-to-month,Credit card,1,6,1
28,46.6,1628.59,One year,Bank transfer,0,6,0
47,75.63,3577.43,Month-to-month,Bank transfer,0,4,0
46,83.26,3979.23,Month-to-month,Electronic check,0,7,0
22,38.31,893.62,Two year,Credit card,0,5,0
21,64.65,1153.1,Two year,Credit card,0,3,0
47,62.41,2970.54,Month-to-month,Electronic check,0,7,1
56,50.73,2890.48,Two year,Bank transfer,0,7,0
32,69.91,2210.39,Month-to-month,Credit card,0,3,1
32,57.94,1887.34,Two year,Electronic check,1,4,1
51,80.56,4203.61,Two year,Mailed check,0,3,1
36,77.09,2719.48,Month-to-month,Mailed check,0,1,0
31,38.72,1387.02,Two year,Bank transfer,0,1,0
6,31.7,301.19,Month-to-month,Mailed check,0,3,1
54,79.69,4280.49,Two year,Electronic check,0,3,1
21,90.44,1956.75,Month-to-month,Bank transfer,0,6,0
35,84.27,2770.29,Month-to-month,Electronic check,0,5,1
14,80.63,1227.64,One year,Credit card,0,1,0
23,55.83,1265.84,One year,Credit card,0,1,0
42,71.48,3088.81,One year,Bank transfer,0,1,1
24,114.26,2849.93,Month-to-month,Mailed check,0,1,0
30,69.24,2077.89,Month-to-month,Bank transfer,0,7,1
10,89.13,721.09,One year,Electronic check,0,7,0
5,33.12,231.45,One year,Mailed check,0,7,0
59,71.9,4265.19,Month-to-month,Credit card,1,7,1
42,65.69,2664.18,Two year,Bank transfer,0,2,0
30,57.88,1852.93,Month-to-month,Electronic check,0,3,1
7,80.45,499.52,Two year,Bank transfer,0,3,0
6,79.98,545.7,Month-to-month,Mailed check,0,6,0
8,62.25,673.47,Month-to-month,Electronic check,1,6,1
52,74.5,4114.33,Month-to-month,Mailed check,0,6,1
26,87.86,2396.83,Month-to-month,Bank transfer,0,4,0
59,88.33,5179.07,One year,Bank transfer,0,5,0
18,51.48,853.11,Month-to-month,Bank transfer,1,2,0
36,114.91,4109.46,One year,Mailed check,0,2,1
26,78.47,1946.43,One year,Bank transfer,1,2,0
36,55.87,1910.89,Month-to-month,Electronic check,0,2,0
41,63.64,2637.81,Month-to-month,Bank transfer,0,5,0
4,41.11,189.13,Two year,Mailed check,0,1,0
54,48.39,2632.64,Month-to-month,Mailed check,0,2,0
60,69.48,4161.64,One year,Mailed check,0,7,1
13,36.94,559.64,Month-to-month,Mailed check,0,2,0
55,55.06,3046.24,One year,Credit card,0,1,0
24,53.74,1287.18,One year,Mailed check,1,5,0
